	Timestamp	Price	MarketCap	TotalVolumes	TimestampMod	date	year	month	day	hour	minute	second
0	1680307200000	21.205401851519337	8194996259.08917	415947399.7233951	1680307200.0	2023-04-01 00:00:00	2023	4	1	0	0	0
1	1680393600000	21.083500216310668	8133720019.793032	251948585.428472	1680393600.0	2023-04-02 00:00:00	2023	4	2	0	0	0
2	1680480000000	20.565439368841062	7929638196.330592	250939723.33480495	1680480000.0	2023-04-03 00:00:00	2023	4	3	0	0	0
3	1680566400000	20.436690295056867	7900168640.993755	529752910.7331683	1680566400.0	2023-04-04 00:00:00	2023	4	4	0	0	0
4	1680652800000	20.92110064061127	8093519489.19683	348472966.7851743	1680652800.0	2023-04-05 00:00:00	2023	4	5	0	0	0
5	1680739200000	20.982374355205106	8139780743.430709	361878192.5535392	1680739200.0	2023-04-06 00:00:00	2023	4	6	0	0	0
6	1680825600000	20.609002527101183	7980951367.926036	271953094.7888084	1680825600.0	2023-04-07 00:00:00	2023	4	7	0	0	0
7	1680912000000	20.483785300410602	7945861961.167704	208769926.08216602	1680912000.0	2023-04-08 00:00:00	2023	4	8	0	0	0
8	1680998400000	20.042581304598304	7779827678.559762	229345793.28866065	1680998400.0	2023-04-09 00:00:00	2023	4	9	0	0	0
9	1681084800000	20.30433669084828	7886462397.659908	195652671.40967616	1681084800.0	2023-04-10 00:00:00	2023	4	10	0	0	0
10	1681171200000	20.875123146348265	8111384994.393847	243051082.7697442	1681171200.0	2023-04-11 00:00:00	2023	4	11	0	0	0
11	1681257600000	23.005654690114106	9019417673.037657	1081779112.3649075	1681257600.0	2023-04-12 00:00:00	2023	4	12	0	0	0
12	1681344000000	23.830532666421693	9350156509.874369	1370531367.9251795	1681344000.0	2023-04-13 00:00:00	2023	4	13	0	0	0
13	1681430400000	24.42771024521707	9566762973.066217	666066820.0916648	1681430400.0	2023-04-14 00:00:00	2023	4	14	0	0	0
14	1681516800000	24.77371399717611	9705804479.0832	825834920.5602269	1681516800.0	2023-04-15 00:00:00	2023	4	15	0	0	0
15	1681603200000	24.076086968961334	9451805831.229778	387945854.00479144	1681603200.0	2023-04-16 00:00:00	2023	4	16	0	0	0
16	1681689600000	25.295764682293626	9920073717.128748	514890126.18420947	1681689600.0	2023-04-17 00:00:00	2023	4	17	0	0	0
17	1681776000000	24.582472271741043	9623598168.573133	910595768.7039962	1681776000.0	2023-04-18 00:00:00	2023	4	18	0	0	0
18	1681862400000	24.828831956308186	9739599132.263357	558944406.0314553	1681862400.0	2023-04-19 00:00:00	2023	4	19	0	0	0
19	1681948800000	22.66921834829298	8903451124.568312	974039298.9106188	1681948800.0	2023-04-20 00:00:00	2023	4	20	0	0	0
20	1682035200000	22.17878507364592	8697671636.546442	712597030.0493151	1682035200.0	2023-04-21 00:00:00	2023	4	21	0	0	0
21	1682121600000	21.256329975789992	8333890309.334352	527655622.1631929	1682121600.0	2023-04-22 00:00:00	2023	4	22	0	0	0
